# gecode (channeled, unrolled)

1;0:00:00.52;0.0;0;0;0:00:00.21;0:00:03.19;0:06:43.37;0:00:00.20
1;0:00:00.52;3.0;1;1;0:00:00.21;0:00:03.19;0:06:43.37;0:00:00.20
1;0:00:00.52;6.0;2;2;0:00:00.21;0:00:03.19;0:06:43.37;0:00:00.20

2;0:00:00.51;0.0;0;0;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:00:00.51;9.0;3;1;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:00:00.51;12.0;4;1;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:01:13.63;16.0;6;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:01:13.65;16.5;6;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:01:13.86;16.875;7;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:01:13.86;17.5;7;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:01:14.38;17.875;8;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:01:36.05;18.25;9;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:01:38.74;18.625;10;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
2;0:03:14.01;19.0;11;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20

3;0:00:00.51;0.0;0;0;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.51;1.5;1;1;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.52;2.5;2;1;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.52;3.5;3;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.52;3.5;3;1;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.52;4.5;4;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.52;4.5;4;1;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.52;5.5;5;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:00.70;6.25;6;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:05.06;7.0;7;3;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:05.09;7.0;7;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:05.51;7.75;8;4;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:05.51;7.75;8;3;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:05.52;7.75;8;2;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:06.25;8.125;9;4;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:06.25;8.25;10;5;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:06.57;8.25;10;4;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:06.57;8.5;9;3;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:09.48;8.875;10;3;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:09.48;9.25;11;4;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
3;0:00:09.60;9.25;11;3;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20

4;0:00:00.51;0.0;0;0;0:00:00.20;0:10:00.02;0:06:43.37;0:00:00.20
