instance,runtime,objective,best
0,0:05:00.319313,6.0,False
1,0:00:05.657513,0.0,True
2,0:05:00.304332,7.25,False
3,0:00:02.053182,0.0,True
4,0:05:00.316704,7.125,False
5,0:00:18.321065,0.0,True
6,0:00:14.588467,9.875,True
7,0:00:47.653581,10.0,True
8,0:05:00.311060,9.75,False
9,0:00:02.634084,0.0,True
