instance,runtime,objective,best
0,0:00:00.202425,1.5,True
1,0:00:00.178896,1.5,True
2,0:00:00.203455,1.5,True
3,0:00:00.187214,1.5,True
4,0:00:00.179560,1.5,True
5,0:00:00.176908,1.5,True
6,0:00:00.177223,1.5,True
7,0:00:00.182643,1.5,True
