instance,runtime,objective,best
1,0:07:01.118778,4750,True
2,0:03:54.077110,4750,True
3,0:00:29.490261,3500,True
4,0:10:00,4125,False
5,0:00:32.292278,2250,True
6,0:02:19.909210,4750,True
7,0:09:04.494680,4750,True
8,0:10:00,4125,False
9,0:10:00,4750,False
10,0:00:24.703209,3500,True
