# clingo

1;;;;;?;0:10:00.00;0:06:51.50
2;;;;;?;0:10:00.00;0:06:51.50
3;;;;;?;0:10:00.00;0:06:51.50
4;;;;;?;0:10:00.00;0:06:51.50
5;0:01:19.61;0.0;0;0;0:01:19.21;0:01:19.42;0:06:51.50
5;0:01:19.63;2.625;5;1;0:01:19.21;0:01:19.42;0:06:51.50
6;;;;;?;0:10:00.00;0:06:51.50
7;0:00:07.68;0.0;0;0;0:00:07.31;0:00:07.52;0:06:51.50
7;0:00:07.68;3.0;1;1;0:00:07.31;0:00:07.52;0:06:51.50
7;0:00:07.70;4.125;4;2;0:00:07.31;0:00:07.52;0:06:51.50
7;0:00:07.70;7.125;5;3;0:00:07.31;0:00:07.52;0:06:51.50
7;0:00:07.73;9.0;3;3;0:00:07.31;0:00:07.52;0:06:51.50
7;0:00:07.74;10.125;6;4;0:00:07.31;0:00:07.52;0:06:51.50
7;0:00:07.78;10.5;7;4;0:00:07.31;0:00:07.52;0:06:51.50
8;;;;;?;0:10:00.00;0:06:51.50
9;;;;;?;0:10:00.00;0:06:51.50
10;;;;;?;0:10:00.00;0:06:51.50
11;0:01:45.11;0.0;0;0;0:01:44.71;0:01:44.94;0:06:51.50
11;0:01:45.11;3.0;4;1;0:01:44.71;0:01:44.94;0:06:51.50
11;0:01:45.11;3.375;5;1;0:01:44.71;0:01:44.94;0:06:51.50
11;0:01:45.11;3.75;6;1;0:01:44.71;0:01:44.94;0:06:51.50
12;0:00:03.51;0.0;0;0;0:00:03.13;0:00:03.29;0:06:51.50
12;0:00:03.51;3.0;1;1;0:00:03.13;0:00:03.29;0:06:51.50
12;0:00:03.51;6.0;2;2;0:00:03.13;0:00:03.29;0:06:51.50
13;0:03:21.34;0.0;0;0;0:03:20.97;0:03:21.00;0:06:51.50
14;0:06:16.72;0.0;0;0;0:06:16.32;0:06:16.38;0:06:51.50
15;;;;;?;0:10:00.00;0:06:51.50

# clingo (unrolled)

1;;;;;?;0:10:00.00;0:06:51.07
2;;;;;?;0:10:00.00;0:06:51.07
3;;;;;?;0:10:00.00;0:06:51.07
4;;;;;?;0:10:00.00;0:06:51.07
5;0:01:15.67;0.0;0;0;0:01:15.27;0:01:15.66;0:06:51.07
5;0:01:15.67;2.625;5;1;0:01:15.27;0:01:15.66;0:06:51.07
6;;;;;?;0:10:00.00;0:06:51.07
7;0:00:07.34;0.0;0;0;0:00:06.96;0:00:07.15;0:06:51.07
7;0:00:07.34;3.0;1;1;0:00:06.96;0:00:07.15;0:06:51.07
7;0:00:07.34;6.0;2;2;0:00:06.96;0:00:07.15;0:06:51.07
7;0:00:07.34;9.0;3;3;0:00:06.96;0:00:07.15;0:06:51.07
7;0:00:07.35;10.5;7;4;0:00:06.96;0:00:07.15;0:06:51.07
8;;;;;?;0:10:00.00;0:06:51.07
9;;;;;?;0:10:00.00;0:06:51.07
10;;;;;?;0:10:00.00;0:06:51.07
11;0:01:43.86;0.0;0;0;0:01:43.46;0:01:43.71;0:06:51.07
11;0:01:43.87;3.0;5;1;0:01:43.46;0:01:43.71;0:06:51.07
11;0:01:43.98;3.375;5;1;0:01:43.46;0:01:43.71;0:06:51.07
11;0:01:43.98;3.75;6;1;0:01:43.46;0:01:43.71;0:06:51.07
12;0:00:03.28;0.0;0;0;0:00:02.92;0:00:03.03;0:06:51.07
12;0:00:03.28;3.0;1;1;0:00:02.92;0:00:03.03;0:06:51.07
12;0:00:03.28;6.0;2;2;0:00:02.92;0:00:03.03;0:06:51.07
13;0:03:20.30;0.0;0;0;0:03:19.94;0:03:19.95;0:06:51.07
14;0:06:16.85;0.0;0;0;0:06:16.49;0:06:16.49;0:06:51.07
15;;;;;?;0:10:00.00;0:06:51.07

# clingo (indexed)

1;;;;;?;0:10:00.00;0:10:00.00
2;;;;;?;0:10:00.00;0:10:00.00
3;;;;;?;0:10:00.00;0:10:00.00
4;;;;;?;0:10:00.00;0:10:00.00
5;;;;;?;0:10:00.00;0:10:00.00
6;;;;;?;0:10:00.00;0:10:00.00
7;;;;;?;0:10:00.00;0:10:00.00
8;;;;;?;0:10:00.00;0:10:00.00
9;;;;;?;0:10:00.00;0:10:00.00
10;;;;;?;0:10:00.00;0:10:00.00
11;;;;;?;0:10:00.00;0:10:00.00
12;;;;;?;0:10:00.00;0:10:00.00
13;;;;;?;0:10:00.00;0:10:00.00
14;;;;;?;0:10:00.00;0:10:00.00
15;;;;;?;0:10:00.00;0:10:00.00
